# Version 1.00
#
power[dBm],re:Trc1_S11[U],im:Trc1_S11[U],Trc2_S12[dB],Trc3_S21[dB],Trc4_S11[dB],Trc5_b2d1/a1d1sam[dB],Trc6_S12[dB],Trc7_S22[dB],
-1.817293600390816E+001,6.475878776786209E-002,1.290538608015037E-003,-8.845595511857228E+001,-1.435681203556437E+001,-2.377230137119692E+001,-2.359975152870513E+000,-8.845595511857228E+001,-2.896078186613736E+001,
-1.815339521250611E+001,6.453692029455686E-002,1.596798245244579E-003,-8.110361816084441E+001,-8.642222058000279E+000,-2.380117738196765E+001,-2.346693612970529E+000,-8.110361816084441E+001,-2.965270234845841E+001,
-1.813385442110405E+001,6.441167721994022E-002,1.116859094103960E-003,-8.887444231965118E+001,-1.327265399429475E+001,-2.381940231228861E+001,-2.353832546084131E+000,-8.887444231965118E+001,-2.799912138628784E+001,
-1.811431362970200E+001,6.482588620710325E-002,1.221376654152479E-003,-8.309137191172023E+001,-2.120410881651416E+001,-2.376348936988299E+001,-2.363252218164580E+000,-8.309137191172023E+001,-2.803397338630395E+001,
-1.809477283829995E+001,6.487258808264541E-002,1.309358197243763E-003,-8.717670439306738E+001,-1.539749481181027E+001,-2.375700666478580E+001,-2.379071925274181E+000,-8.717670439306738E+001,-2.808165386383054E+001,
-1.807523204689790E+001,6.546983292321215E-002,1.139160264018341E-003,-8.926602511919208E+001,-1.796431795631537E+001,-2.367786071087950E+001,-2.368861160052598E+000,-8.926602511919208E+001,-2.841894735422284E+001,
-1.805569125549585E+001,6.509353103037517E-002,1.207232279612152E-003,-8.788545857634766E+001,-1.131325228275510E+001,-2.372774985021475E+001,-2.322816536032050E+000,-8.788545857634766E+001,-2.863204231285051E+001,
-1.803615046409380E+001,6.487333238065160E-002,1.165619519614891E-003,-8.056734236176695E+001,-6.392675300658387E+000,-2.375727402728490E+001,-2.359571394819727E+000,-8.056734236176695E+001,-2.839021300423530E+001,
-1.801660967269174E+001,6.549435891139883E-002,1.217418875253041E-003,-7.878560398809066E+001,-1.120969163691126E+001,-2.367442177957268E+001,-2.321173461242166E+000,-7.878560398809066E+001,-2.837248871970196E+001,
-1.799706888128969E+001,6.483626312868411E-002,1.440485967264025E-003,-8.472691685025286E+001,-9.995740037073647E+000,-2.376149729473595E+001,-2.344059537187338E+000,-8.472691685025286E+001,-2.921795797801739E+001,
-1.797752808988764E+001,6.481069542959099E-002,1.344190093240000E-003,-9.205271925167148E+001,-4.427663883377260E+001,-2.376519861856036E+001,-2.331138570249959E+000,-9.205271925167148E+001,-2.943003929299988E+001,
-1.795798729848559E+001,6.493026548117523E-002,1.716571030143948E-003,-8.226261033216741E+001,-2.273228975995719E+001,-2.374802210552346E+001,-2.311060089532554E+000,-8.226261033216741E+001,-2.885450523116383E+001,
-1.793844650708354E+001,6.488570699179777E-002,1.312705436768868E-003,-7.873722972552005E+001,-7.377625868891685E+000,-2.375524199688795E+001,-2.319247090981289E+000,-7.873722972552005E+001,-2.905725842819400E+001,
-1.791890571568149E+001,6.476849641157642E-002,1.189082016386086E-003,-8.291673340998328E+001,-2.194740780145762E+001,-2.377126014935556E+001,-2.382982986889996E+000,-8.291673340998328E+001,-2.869745467001871E+001,
-1.789936492427944E+001,6.487993201224110E-002,1.039056310873830E-003,-8.799498103662718E+001,-1.300906885448903E+001,-2.375667853224072E+001,-2.356666671119895E+000,-8.799498103662718E+001,-2.957539706599163E+001,
-1.787982413287738E+001,6.489396791674341E-002,1.131955937340080E-003,-8.902038707698426E+001,-1.817938224609971E+001,-2.375459220499274E+001,-2.312050030173327E+000,-8.902038707698426E+001,-2.786068009535281E+001,
-1.786028334147533E+001,6.502433011644104E-002,1.117175484931697E-003,-8.801828101727693E+001,-9.441206369567183E+000,-2.373720049124302E+001,-2.315124347909888E+000,-8.801828101727693E+001,-2.834396980950809E+001,
-1.784074255007328E+001,6.510429692763997E-002,1.041964580770112E-003,-8.369345118045057E+001,-2.713171636056627E+001,-2.372669465211829E+001,-2.363262024769248E+000,-8.369345118045057E+001,-2.816203622328429E+001,
-1.782120175867123E+001,6.471489179805232E-002,1.241816545828089E-003,-8.145106547100468E+001,-1.389474342947232E+001,-2.377831655112335E+001,-2.336550858515801E+000,-8.145106547100468E+001,-2.897903036538072E+001,
-1.780166096726918E+001,6.482004874205379E-002,1.493080381268979E-003,-8.136800456318028E+001,-1.334084116655235E+001,-2.376350928305096E+001,-2.279224452250598E+000,-8.136800456318028E+001,-2.767530761090768E+001,
-1.778212017586712E+001,6.467038150782666E-002,1.241137628382091E-003,-8.821083209009758E+001,-1.518801604480880E+001,-2.378429222784002E+001,-2.321870978235280E+000,-8.821083209009758E+001,-2.835597907505865E+001,
-1.776257938446507E+001,6.510314477132309E-002,1.104514352532700E-003,-8.627850172344867E+001,-1.016348655926631E+001,-2.372671079360481E+001,-2.340125827743682E+000,-8.627850172344867E+001,-2.856907921926917E+001,
-1.774303859306302E+001,6.471820893991383E-002,1.396043485388386E-003,-8.791740497322533E+001,-1.328580211288625E+001,-2.377744984699154E+001,-2.372827108051037E+000,-8.791740497322533E+001,-2.810680636434901E+001,
-1.772349780166097E+001,6.501590156370296E-002,9.951007543598481E-004,-9.012314871494532E+001,-1.185334553267639E+001,-2.373859096423154E+001,-2.324151114499942E+000,-9.012314871494532E+001,-2.780038828987406E+001,
-1.770395701025892E+001,6.440082328164846E-002,9.731451486875792E-004,-8.344745167384734E+001,-1.408904130715156E+001,-2.382118008125014E+001,-2.329727988752198E+000,-8.344745167384734E+001,-2.872455392332497E+001,
-1.768441621885686E+001,6.462598179451408E-002,9.854309631652253E-004,-8.608999888947845E+001,-1.405589663221244E+001,-2.379084726887236E+001,-2.332278436800985E+000,-8.608999888947845E+001,-2.867362505898296E+001,
-1.766487542745481E+001,6.516429637953590E-002,9.149780338503773E-004,-9.449973643579743E+001,-9.658150590153193E+000,-2.371894965739375E+001,-2.353398451354946E+000,-9.449973643579743E+001,-2.836695173725151E+001,
-1.764533463605276E+001,6.466140824912323E-002,1.267614395487708E-003,-8.614540220634959E+001,-1.558555838109203E+001,-2.378542809859577E+001,-2.369754002805578E+000,-8.614540220634959E+001,-2.924370322341805E+001,
-1.762579384465071E+001,6.480253532311314E-002,1.132807500489305E-003,-8.407718054731735E+001,-8.038958445550620E+000,-2.376683312624452E+001,-2.363247910806065E+000,-8.407718054731735E+001,-2.801648184313245E+001,
-1.760625305324866E+001,6.463669430421892E-002,1.690148943677750E-003,-7.951007327451765E+001,-1.623618021205558E+001,-2.378744881812155E+001,-2.359190730288195E+000,-7.951007327451765E+001,-2.827997834765228E+001,
-1.758671226184661E+001,6.495028487188848E-002,9.876432589488548E-004,-9.212020415440317E+001,-9.775368945547792E+000,-2.374737470646915E+001,-2.340133268926370E+000,-9.212020415440317E+001,-2.794626146210914E+001,
-1.756717147044455E+001,6.500249406687804E-002,1.038523985684230E-003,-8.507368723620687E+001,-1.235010205336756E+001,-2.374029117992798E+001,-2.349640149267906E+000,-8.507368723620687E+001,-2.791718629141351E+001,
-1.754763067904250E+001,6.493750040114558E-002,1.099372683628395E-003,-8.363107868900056E+001,-2.185790311364379E+001,-2.374884407401662E+001,-2.350616553932208E+000,-8.363107868900056E+001,-2.911623993307326E+001,
-1.752808988764045E+001,6.505296523486105E-002,1.014732711013170E-003,-8.356656589833547E+001,-1.549205077038695E+001,-2.373360147838282E+001,-2.351635454693375E+000,-8.356656589833547E+001,-2.857499137942165E+001,
-1.750854909623840E+001,6.491596989139598E-002,1.060558895159080E-003,-9.022616488757238E+001,-5.068971867806420E+001,-2.375180997186104E+001,-2.411115829367346E+000,-9.022616488757238E+001,-2.873024809950291E+001,
-1.748900830483635E+001,6.485826607638588E-002,1.005234382250401E-003,-9.228477554858441E+001,-6.736482482866059E+000,-2.375965019457452E+001,-2.338672968516035E+000,-9.228477554858441E+001,-2.855775399118511E+001,
-1.746946751343430E+001,6.521473833464579E-002,1.312709181111069E-003,-8.467308560504530E+001,-2.545099307878557E+001,-2.371132557059503E+001,-2.345749916735989E+000,-8.467308560504530E+001,-2.838935625385059E+001,
-1.744992672203224E+001,6.495509694969380E-002,1.215855625255654E-003,-7.893807040851654E+001,-2.179947170554080E+001,-2.374621388526884E+001,-2.338821346273079E+000,-7.893807040851654E+001,-2.786414713541625E+001,
-1.743038593063019E+001,6.511100289282024E-002,1.447853233542946E-003,-9.448977274362963E+001,-1.216625485956843E+001,-2.372476537789827E+001,-2.307844605350371E+000,-9.448977274362963E+001,-2.899628236137101E+001,
-1.741084513922814E+001,6.491283438060677E-002,1.246157368984629E-003,-8.997128303094297E+001,-2.014106559195780E+001,-2.375178829081815E+001,-2.357794132044701E+000,-8.997128303094297E+001,-2.812702642824803E+001,
-1.739130434782609E+001,6.490926035795955E-002,1.361009067661809E-003,-9.313006438142786E+001,-1.676072821726404E+001,-2.375195782937490E+001,-2.368239491925328E+000,-9.313006438142786E+001,-2.844327571081417E+001,
-1.737176355642404E+001,6.492566345677643E-002,1.411630430356222E-003,-8.116113409030196E+001,-2.386781307134023E+001,-2.374961953829164E+001,-2.299104186208567E+000,-8.116113409030196E+001,-2.800051621019545E+001,
-1.735222276502199E+001,6.499217613098067E-002,1.200341946342556E-003,-8.364451867862751E+001,-9.210702838185970E+000,-2.374129727977208E+001,-2.315207108206885E+000,-8.364451867862751E+001,-2.836334735018746E+001,
-1.733268197361993E+001,6.506306419648514E-002,1.404123361876044E-003,-9.085542489517981E+001,-8.242197220985936E+000,-2.373128753983102E+001,-2.351117199009194E+000,-9.085542489517981E+001,-2.829814329828072E+001,
-1.731314118221788E+001,6.464384618566013E-002,1.476045891005221E-003,-7.847752825473417E+001,-1.766108095276818E+001,-2.378719254794927E+001,-2.357879951758747E+000,-7.847752825473417E+001,-2.863858890637193E+001,
-1.729360039081583E+001,6.513864564471185E-002,1.120315468453508E-003,-8.796638175189449E+001,-1.692834797756352E+001,-2.372194104153345E+001,-2.294399829227594E+000,-8.796638175189449E+001,-2.773331880631328E+001,
-1.727405959941378E+001,6.503977983152835E-002,9.743903401860435E-004,-8.788130435092093E+001,-7.403074312963627E+000,-2.373544411302434E+001,-2.308166597263420E+000,-8.788130435092093E+001,-2.835841521979122E+001,
-1.725451880801172E+001,6.470235430260643E-002,1.157597988637981E-003,-8.935353767089333E+001,-7.161186193582125E+000,-2.378020840917568E+001,-2.381454738847686E+000,-8.935353767089333E+001,-2.827128748287608E+001,
-1.723497801660967E+001,6.459636167012438E-002,1.133818015344418E-003,-9.007330163558994E+001,-8.719914721580869E+000,-2.379450106075644E+001,-2.357564247121706E+000,-9.007330163558994E+001,-2.834572689935078E+001,
-1.721543722520762E+001,6.494753358532601E-002,9.562111889615745E-004,-9.608679371026065E+001,-1.293299674210426E+001,-2.374780545492094E+001,-2.370752116033530E+000,-9.608679371026065E+001,-2.804419372342257E+001,
-1.719589643380557E+001,6.519506142599486E-002,1.082665172553349E-003,-8.164835382504835E+001,-2.325713055790487E+001,-2.371450850135368E+001,-2.361556036225593E+000,-8.164835382504835E+001,-2.722020186770902E+001,
-1.717635564240352E+001,6.489508019529221E-002,1.205883370039686E-003,-8.126431058400895E+001,-1.238116025562369E+001,-2.375426520371402E+001,-2.358332977521866E+000,-8.126431058400895E+001,-2.840344532895934E+001,
-1.715681485100147E+001,6.488395570487394E-002,1.142483674238563E-003,-8.187242068016222E+001,-1.427080321257275E+001,-2.375590731563593E+001,-2.345593209051148E+000,-8.187242068016222E+001,-2.875559665830769E+001,
-1.713727405959941E+001,6.494096393247098E-002,1.477172928130312E-003,-8.359744408342664E+001,-1.940865062467750E+001,-2.374737893444174E+001,-2.368995136738223E+000,-8.359744408342664E+001,-2.827365865632807E+001,
-1.711773326819736E+001,6.450786697555234E-002,1.466850579529237E-003,-8.389602070631685E+001,-1.809649346890250E+001,-2.380550135512358E+001,-2.396304320058501E+000,-8.389602070631685E+001,-2.917117140637182E+001,
-1.709819247679531E+001,6.505936796043776E-002,8.741160135160503E-004,-8.617766553254053E+001,-2.966705468157596E+001,-2.373301929718475E+001,-2.342652610739819E+000,-8.617766553254053E+001,-2.858515332292454E+001,
-1.707865168539326E+001,6.479690340535604E-002,1.415440689706870E-003,-8.144581558935073E+001,-9.166930682468355E+000,-2.376684312781623E+001,-2.371288175389766E+000,-8.144581558935073E+001,-2.818477459841300E+001,
-1.705911089399121E+001,6.480423155704754E-002,1.255811837662012E-003,-8.890259936579766E+001,-2.279066883536552E+001,-2.376630210525002E+001,-2.344408769774081E+000,-8.890259936579766E+001,-2.865891377671593E+001,
-1.703957010258916E+001,6.499101477101077E-002,7.010134214551463E-004,-9.178710933420547E+001,-1.065122341676011E+001,-2.374242838939146E+001,-2.366863240966801E+000,-9.178710933420547E+001,-2.953561311038942E+001,
-1.702002931118710E+001,6.477034660087497E-002,1.396710674198632E-003,-8.226390809700837E+001,-1.607666956537936E+001,-2.377045654376184E+001,-2.337416970138887E+000,-8.226390809700837E+001,-2.886014195624583E+001,
-1.700048851978505E+001,6.487199641712019E-002,1.599800691270376E-003,-8.831609123380373E+001,-1.610131996822427E+001,-2.375621433276760E+001,-2.345689356138167E+000,-8.831609123380373E+001,-2.810564504300796E+001,
-1.698094772838300E+001,6.465836898513204E-002,1.401491973858498E-003,-9.371299248409717E+001,-1.196742150845587E+001,-2.378546517000533E+001,-2.347562833056899E+000,-9.371299248409717E+001,-2.749726165435355E+001,
-1.696140693698095E+001,6.530919737219713E-002,1.317648591748559E-003,-8.973495395367398E+001,-1.148719244969450E+001,-2.369874562356097E+001,-2.347576524706598E+000,-8.973495395367398E+001,-2.898223448448348E+001,
-1.694186614557890E+001,6.469491243737557E-002,1.018846141218815E-003,-8.266695782315239E+001,-1.089227490010527E+001,-2.378152043261110E+001,-2.303817590092379E+000,-8.266695782315239E+001,-2.876516428644062E+001,
-1.692232535417685E+001,6.504182740541650E-002,8.652458076558245E-004,-8.636200918123120E+001,-9.687159044694425E+000,-2.373537681527052E+001,-2.335411782898012E+000,-8.636200918123120E+001,-2.753133554543352E+001,
-1.690278456277479E+001,6.520477596823629E-002,7.690172550710710E-004,-7.984103530852642E+001,-1.055622137133189E+001,-2.371380781570249E+001,-2.357211328397970E+000,-7.984103530852642E+001,-2.841031569824884E+001,
-1.688324377137274E+001,6.503923134173970E-002,1.287389344389650E-003,-9.363048039355004E+001,-1.277752783281758E+001,-2.373479075030307E+001,-2.367642255489971E+000,-9.363048039355004E+001,-2.827683590449473E+001,
-1.686370297997069E+001,6.496109108744898E-002,1.372193943383224E-003,-8.177032973458731E+001,-1.400006523151312E+001,-2.374499641915513E+001,-2.372449928092827E+000,-8.177032973458731E+001,-2.770339308389590E+001,
-1.684416218856864E+001,6.507379195607230E-002,1.458222522831350E-003,-9.411085695426164E+001,-1.095142603873780E+001,-2.372969743765773E+001,-2.329896659568461E+000,-9.411085695426164E+001,-2.881266649567571E+001,
-1.682462139716659E+001,6.473630995532657E-002,1.036550067011458E-003,-1.034398976670575E+002,-8.609460546226448E+000,-2.377592788745297E+001,-2.332841498046681E+000,-1.034398976670575E+002,-2.922087386619402E+001,
-1.680508060576453E+001,6.497971298989605E-002,1.130475580390895E-003,-9.113079214741805E+001,-1.551023976659460E+001,-2.374312995219824E+001,-2.312160915375696E+000,-9.113079214741805E+001,-2.855171953206770E+001,
-1.678553981436248E+001,6.491635053909842E-002,1.211457137363564E-003,-7.945475630302988E+001,-1.823956447636161E+001,-2.375140583998070E+001,-2.371292165393111E+000,-7.945475630302988E+001,-2.811796208276300E+001,
-1.676599902296043E+001,6.470464158193219E-002,1.174711976239881E-003,-8.618467847809187E+001,-1.480684710899242E+001,-2.377986006841639E+001,-2.334421422073354E+000,-8.618467847809187E+001,-2.803365268204751E+001,
-1.674645823155838E+001,6.505430493960974E-002,1.085143604846752E-003,-8.453293150893467E+001,-1.833229918406456E+001,-2.373327095752579E+001,-2.361585583438693E+000,-8.453293150893467E+001,-2.883962058342643E+001,
-1.672691744015633E+001,6.483177823284368E-002,1.132093697167558E-003,-8.728179592769800E+001,-7.313797560185330E+000,-2.376291726657670E+001,-2.366331159816079E+000,-8.728179592769800E+001,-2.820618569554166E+001,
-1.670737664875428E+001,6.484354141478226E-002,1.122570586642363E-003,-8.138423855312492E+001,-1.628491123861534E+001,-2.376136407879265E+001,-2.327081692044707E+000,-8.138423855312492E+001,-2.846761612675218E+001,
-1.668783585735222E+001,6.450659613295272E-002,1.199663813658309E-003,-8.139177347531458E+001,-1.672748834924630E+001,-2.380641565714911E+001,-2.328348374670701E+000,-8.139177347531458E+001,-2.813913383772346E+001,
-1.666829506595017E+001,6.460970362835171E-002,9.763069020157472E-004,-8.012999768292815E+001,-7.838012519325146E+000,-2.379305347829671E+001,-2.343712330599844E+000,-8.012999768292815E+001,-2.845310084033478E+001,
-1.664875427454812E+001,6.523504251581683E-002,1.257116784616728E-003,-8.422002516667052E+001,-2.448112221697357E+001,-2.370876852952977E+001,-2.336191456691663E+000,-8.422002516667052E+001,-2.862536697582037E+001,
-1.662921348314607E+001,6.473101500144751E-002,9.669049692088642E-004,-8.073343152564246E+001,-2.257119393419492E+001,-2.377678276201518E+001,-2.359721097076456E+000,-8.073343152564246E+001,-2.881385961466358E+001,
-1.660967269174402E+001,6.508359780910739E-002,1.136800722214343E-003,-8.092900701893187E+001,-3.068671786567062E+001,-2.372924416743181E+001,-2.352920847960453E+000,-8.092900701893187E+001,-2.912887992771216E+001,
-1.659013190034197E+001,6.471338343611366E-002,1.033862832651553E-003,-9.229043038433474E+001,-9.848902989853428E+000,-2.377900954032826E+001,-2.366930265875345E+000,-9.229043038433474E+001,-2.807370757719898E+001,
-1.657059110893991E+001,6.460301021960503E-002,1.169110570448126E-003,-8.828344283168744E+001,-1.257112349609131E+001,-2.379352284283569E+001,-2.320881496308188E+000,-8.828344283168744E+001,-2.777717045048089E+001,
-1.655105031753786E+001,6.472846641740565E-002,1.246106325125475E-003,-9.230137097040250E+001,-7.352760504952902E+000,-2.377648439849233E+001,-2.330800364085751E+000,-9.230137097040250E+001,-2.819286992608123E+001,
-1.653150952613581E+001,6.528761803488994E-002,1.115356311698387E-003,-8.053069425768521E+001,-2.363777203948610E+001,-2.370211619890313E+001,-2.340068988129562E+000,-8.053069425768521E+001,-2.842043266808218E+001,
-1.651196873473376E+001,6.456269049007325E-002,1.314198034336140E-003,-8.357037372854920E+001,-1.667978114425678E+001,-2.379856850588002E+001,-2.308528558164926E+000,-8.357037372854920E+001,-2.881713124714863E+001,
-1.649242794333171E+001,6.492111277752470E-002,1.435067414830399E-003,-8.612634365039139E+001,-1.733530318238780E+001,-2.375015935698162E+001,-2.327538809364810E+000,-8.612634365039139E+001,-2.863367598082141E+001,
-1.647288715192966E+001,6.478171008673447E-002,1.275142033519985E-003,-8.278152810453851E+001,-1.156000000514736E+001,-2.376926950109700E+001,-2.335984956443670E+000,-8.278152810453851E+001,-2.936650265770244E+001,
-1.645334636052760E+001,6.503493382844457E-002,1.106628970503009E-003,-8.354792654861578E+001,-1.110467465367844E+001,-2.373580866577841E+001,-2.309019524837086E+000,-8.354792654861578E+001,-2.828481444245666E+001,
-1.643380556912555E+001,6.495515869047457E-002,1.388286759999569E-003,-9.794725419243899E+001,-1.312457895873656E+001,-2.374574361059795E+001,-2.385018229762542E+000,-9.794725419243899E+001,-2.893905782128803E+001,
-1.641426477772350E+001,6.500842891259911E-002,1.311333629665864E-003,-9.363480101417115E+001,-1.386650349085400E+001,-2.373883981015748E+001,-2.343403732239712E+000,-9.363480101417115E+001,-2.856999267257028E+001,
-1.639472398632145E+001,6.497249192589706E-002,1.031243290656083E-003,-8.320053825571121E+001,-9.361805781641124E+000,-2.374431558525259E+001,-2.335304684237078E+000,-8.320053825571121E+001,-2.922298332672597E+001,
-1.637518319491939E+001,6.443682362044305E-002,1.237137605356718E-003,-8.473558717296764E+001,-1.648489881352677E+001,-2.381571696056191E+001,-2.357538892838466E+000,-8.473558717296764E+001,-2.837382486942664E+001,
-1.635564240351734E+001,6.477746120568653E-002,1.278582280095519E-003,-9.323848249112916E+001,-7.104382858457997E+000,-2.376982989701430E+001,-2.376980702149493E+000,-9.323848249112916E+001,-2.830471089163128E+001,
-1.633610161211529E+001,6.501410382054960E-002,1.061887382688771E-003,-9.586906660246032E+001,-2.050826487693610E+001,-2.373868996553465E+001,-2.317179466726973E+000,-9.586906660246032E+001,-2.860943281912575E+001,
-1.631656082071324E+001,6.491008632771277E-002,1.229241250986012E-003,-9.677815646851903E+001,-1.104294655260291E+001,-2.375219902272092E+001,-2.353592328917948E+000,-9.677815646851903E+001,-2.826883480106420E+001,
-1.629702002931119E+001,6.489276352820328E-002,1.385627055880917E-003,-8.555701133796200E+001,-1.379804220197796E+001,-2.375409497428646E+001,-2.335429172767700E+000,-8.555701133796200E+001,-2.895140035569301E+001,
-1.627747923790914E+001,6.499279886258032E-002,1.292108157048821E-003,-8.663602071483791E+001,-1.441253590366369E+001,-2.374097901022221E+001,-2.343867992592800E+000,-8.663602071483791E+001,-2.851031601399861E+001,
-1.625793844650708E+001,6.514681322055432E-002,1.371227178906771E-003,-8.090534682612130E+001,-1.215252141659639E+001,-2.372021284950985E+001,-2.361399445063717E+000,-8.090534682612130E+001,-2.843990395492266E+001,
-1.623839765510503E+001,6.484344237202064E-002,1.079532707832846E-003,-8.156064783409116E+001,-8.602082726520345E+000,-2.376147520406893E+001,-2.352296710430623E+000,-8.156064783409116E+001,-2.858225683620232E+001,
-1.621885686370298E+001,6.513371203879258E-002,1.385919269429102E-003,-7.978603333439845E+001,-7.044618111911034E+000,-2.372191755512274E+001,-2.352498331140283E+000,-7.978603333439845E+001,-2.808808032598248E+001,
-1.619931607230093E+001,6.497101406706185E-002,1.105414542427107E-003,-9.923634151489495E+001,-4.029757431109375E+000,-2.374435010232975E+001,-2.363062999964360E+000,-9.923634151489495E+001,-2.810539781494648E+001,
-1.617977528089888E+001,6.515196944342905E-002,1.231508727771980E-003,-8.212468846199008E+001,-7.533377246469081E+000,-2.371989762387289E+001,-2.359568901404136E+000,-8.212468846199008E+001,-2.840080427683215E+001,
-1.616023448949683E+001,6.470670408523421E-002,1.359325875559797E-003,-8.493205563470963E+001,-1.054607152304096E+001,-2.377909823509960E+001,-2.343176028127227E+000,-8.493205563470963E+001,-2.872237691645891E+001,
-1.614069369809477E+001,6.488131551240117E-002,1.170688579054791E-003,-8.538585850229974E+001,-1.436919123780292E+001,-2.375619336242110E+001,-2.338573591016205E+000,-8.538585850229974E+001,-2.827465522448298E+001,
-1.612115290669272E+001,6.489884513884960E-002,1.726865878009128E-003,-8.280583348035466E+001,-9.701128338379593E+000,-2.375218683831138E+001,-2.378459295406089E+000,-8.280583348035466E+001,-2.854878181039347E+001,
-1.610161211529067E+001,6.491176797650584E-002,1.505625403688459E-003,-9.146862052754344E+001,-1.476424386055516E+001,-2.375119533859118E+001,-2.344969511733628E+000,-9.146862052754344E+001,-2.818921364723027E+001,
-1.608207132388862E+001,6.478321909302118E-002,1.305745351936579E-003,-9.430904728004721E+001,-8.370179308322271E+000,-2.376898555476286E+001,-2.332544897380294E+000,-9.430904728004721E+001,-2.801150427544287E+001,
-1.606253053248657E+001,6.480873376446032E-002,1.035620552290425E-003,-9.094364739720326E+001,-8.942596769341426E+000,-2.376622044924926E+001,-2.388378068400306E+000,-9.094364739720326E+001,-2.872529506521682E+001,
-1.604298974108452E+001,6.485562466643451E-002,1.102231208236004E-003,-9.121584077608921E+001,-1.730822862425864E+001,-2.375979285260019E+001,-2.337791330366955E+000,-9.121584077608921E+001,-2.850109902742168E+001,
-1.602344894968246E+001,6.510310135742153E-002,1.704113389608293E-003,-8.790629502503086E+001,-2.376472854934327E+001,-2.372499183933453E+001,-2.351380183522237E+000,-8.790629502503086E+001,-2.860497305602916E+001,
-1.600390815828041E+001,6.484059384474027E-002,1.045371164137837E-003,-9.373603352898672E+001,-1.090297805002479E+001,-2.376193163541213E+001,-2.339199340297758E+000,-9.373603352898672E+001,-2.851054496535264E+001,
-1.598436736687836E+001,6.518562238975320E-002,1.177846916404373E-003,-9.148014433214635E+001,-1.826598406309649E+001,-2.371554595954376E+001,-2.330034125331353E+000,-9.148014433214635E+001,-2.881797171723589E+001,
-1.596482657547631E+001,6.479545978200239E-002,1.268468754946878E-003,-8.574240905130969E+001,-1.529038355166659E+001,-2.376744441191407E+001,-2.323197923602888E+000,-8.574240905130969E+001,-2.833193024795532E+001,
-1.594528578407426E+001,6.512263998531052E-002,1.052995109732408E-003,-8.173163885618590E+001,-1.120722458901259E+001,-2.372422472612387E+001,-2.344090414913075E+000,-8.173163885618590E+001,-2.851266170757248E+001,
-1.592574499267220E+001,6.510874718554044E-002,9.780401003549176E-004,-9.287915431757192E+001,-1.428218620978384E+001,-2.372623335088185E+001,-2.386996302192712E+000,-9.287915431757192E+001,-2.872869689903116E+001,
-1.590620420127015E+001,6.476814027216069E-002,1.220607056582020E-003,-8.035229260427570E+001,-1.820902621639170E+001,-2.377122927502150E+001,-2.342022164198457E+000,-8.035229260427570E+001,-2.906835757492143E+001,
-1.588666340986810E+001,6.500278138410062E-002,1.322715194120688E-003,-8.377219073089786E+001,-1.056690374602295E+001,-2.373956331089944E+001,-2.323276275221159E+000,-8.377219073089786E+001,-2.838320535066824E+001,
-1.586712261846605E+001,6.497447669137292E-002,1.045524036485196E-003,-8.938556658996295E+001,-2.084481533623567E+001,-2.374401981959522E+001,-2.350279054856737E+000,-8.938556658996295E+001,-2.840882988241344E+001,
-1.584758182706400E+001,6.509273517432261E-002,1.149459338167719E-003,-8.757660676999996E+001,-2.533684190436238E+001,-2.372799552065329E+001,-2.343689848004777E+000,-8.757660676999996E+001,-2.884470045258785E+001,
-1.582804103566194E+001,6.497005671973608E-002,1.388934528766099E-003,-8.797806188961171E+001,-1.254469613655993E+001,-2.374375071410361E+001,-2.354412239394260E+000,-8.797806188961171E+001,-2.850856058818609E+001,
-1.580850024425989E+001,6.495126717937970E-002,1.289064169729281E-003,-8.872904918634360E+001,-1.901866383716615E+001,-2.374653712987209E+001,-2.343331451113569E+000,-8.872904918634360E+001,-2.817838968308156E+001,
-1.578895945285784E+001,6.488524406262199E-002,1.134431699858194E-003,-8.220533631874534E+001,-8.070838624003098E+000,-2.375575380720830E+001,-2.323128611714411E+000,-8.220533631874534E+001,-2.840345310325662E+001,
-1.576941866145579E+001,6.495956444080320E-002,1.426635612868863E-003,-8.840884580367091E+001,-8.346304933128032E+000,-2.374504370820913E+001,-2.329022527922265E+000,-8.840884580367091E+001,-2.846873211163396E+001,
-1.574987787005374E+001,6.491979231226107E-002,1.149960919489771E-003,-8.844341318641347E+001,-1.045128306045759E+001,-2.375109509065100E+001,-2.345863202284773E+000,-8.844341318641347E+001,-2.850270883804858E+001,
-1.573033707865169E+001,6.489863444762983E-002,1.049751862827402E-003,-8.333514319651928E+001,-7.520922363370211E+000,-2.375415269021918E+001,-2.339083858833175E+000,-8.333514319651928E+001,-2.879752767666321E+001,
-1.571079628724964E+001,6.501992955854405E-002,1.321456004926644E-003,-7.995708726388445E+001,-1.055414886229422E+001,-2.373727658347992E+001,-2.357236589914510E+000,-7.995708726388445E+001,-2.877617738497210E+001,
-1.569125549584758E+001,6.473162780432479E-002,1.692744230056444E-003,-8.600590148784701E+001,-1.083041877268697E+001,-2.377470060199936E+001,-2.384371549885971E+000,-8.600590148784701E+001,-2.895715216861382E+001,
-1.567171470444553E+001,6.477857801355025E-002,1.098509498288134E-003,-8.387393649830582E+001,-1.185352438116254E+001,-2.377012306801039E+001,-2.351212469909861E+000,-8.387393649830582E+001,-2.861454792322945E+001,
